Shift_ID,Shift_Name,Shift_Start,Shift_End
476,Evening,16:00,16:00
477,Morning,16:00,0:00
478,Evening,16:00,0:00
479,Evening,16:00,8:00
480,Morning,8:00,0:00
481,Evening,16:00,16:00
482,Evening,0:00,0:00
483,Morning,8:00,8:00
484,Morning,16:00,0:00
485,Evening,8:00,0:00
486,Evening,0:00,0:00
487,Morning,16:00,16:00
488,Evening,16:00,16:00
489,Evening,8:00,0:00
490,Evening,8:00,16:00
491,Night,8:00,0:00
492,Morning,8:00,0:00
493,Night,8:00,0:00
494,Night,16:00,8:00
495,Night,8:00,8:00
496,Night,8:00,16:00
497,Evening,8:00,8:00
498,Night,0:00,16:00
499,Night,16:00,0:00
500,Morning,8:00,8:00
501,Evening,16:00,0:00
502,Evening,16:00,16:00
503,Morning,8:00,0:00
504,Evening,0:00,8:00
505,Evening,0:00,16:00
506,Morning,16:00,8:00
507,Evening,8:00,8:00
508,Night,16:00,8:00
509,Night,16:00,8:00
510,Night,8:00,0:00
511,Morning,0:00,16:00
512,Evening,16:00,8:00
513,Evening,16:00,8:00
514,Evening,16:00,0:00
515,Evening,16:00,8:00
516,Morning,16:00,16:00
517,Evening,8:00,8:00
518,Morning,0:00,8:00
519,Night,8:00,8:00
520,Morning,8:00,16:00
521,Evening,8:00,8:00
522,Morning,0:00,16:00
523,Evening,8:00,16:00
524,Morning,0:00,8:00
525,Evening,16:00,0:00
526,Night,16:00,8:00
527,Night,8:00,0:00
528,Morning,16:00,8:00
529,Night,16:00,0:00
530,Evening,16:00,16:00
531,Night,8:00,16:00
532,Night,8:00,8:00
533,Night,0:00,8:00
534,Night,16:00,0:00
535,Evening,8:00,0:00
536,Night,16:00,16:00
537,Night,8:00,0:00
538,Morning,0:00,16:00
539,Evening,0:00,16:00
540,Morning,8:00,0:00
541,Morning,16:00,8:00
542,Morning,0:00,0:00
543,Night,8:00,8:00
544,Night,0:00,16:00
545,Morning,8:00,16:00
546,Evening,0:00,8:00
547,Evening,8:00,16:00
548,Morning,0:00,16:00
549,Evening,0:00,0:00
550,Morning,8:00,0:00
551,Night,0:00,16:00
552,Night,8:00,0:00
553,Night,0:00,16:00
554,Evening,0:00,16:00
555,Morning,8:00,8:00
556,Evening,0:00,0:00
557,Evening,0:00,0:00
558,Night,8:00,16:00
559,Evening,16:00,8:00
560,Morning,8:00,0:00
561,Evening,16:00,0:00
562,Night,0:00,16:00
563,Evening,16:00,0:00
564,Morning,16:00,0:00
565,Evening,8:00,16:00
566,Morning,16:00,8:00
567,Morning,16:00,0:00
568,Night,0:00,16:00
569,Night,8:00,16:00
570,Night,8:00,8:00
571,Night,16:00,8:00
572,Night,0:00,16:00
573,Morning,8:00,16:00
574,Morning,0:00,16:00
575,Morning,16:00,0:00
576,Morning,16:00,0:00
577,Evening,8:00,0:00
578,Morning,16:00,0:00
579,Night,0:00,8:00
580,Morning,0:00,0:00
581,Evening,16:00,16:00
582,Evening,16:00,0:00
583,Night,0:00,8:00
584,Evening,16:00,16:00
585,Evening,16:00,0:00
586,Night,16:00,0:00
587,Morning,0:00,16:00
588,Evening,16:00,16:00
589,Evening,0:00,16:00
590,Morning,8:00,8:00
591,Night,16:00,8:00
592,Evening,16:00,8:00
593,Evening,16:00,16:00
594,Night,8:00,0:00
595,Evening,16:00,16:00
596,Morning,0:00,0:00
597,Evening,16:00,0:00
598,Evening,0:00,16:00
599,Evening,0:00,8:00
600,Morning,0:00,16:00
601,Morning,0:00,0:00
602,Evening,0:00,16:00
603,Morning,16:00,16:00
604,Evening,16:00,0:00
605,Night,16:00,16:00
606,Night,0:00,8:00
607,Evening,8:00,8:00
608,Night,16:00,8:00
609,Morning,16:00,0:00
610,Evening,16:00,16:00
611,Evening,0:00,16:00
612,Evening,16:00,8:00
613,Evening,0:00,0:00
614,Evening,16:00,8:00
615,Night,16:00,8:00
616,Morning,0:00,8:00
617,Night,0:00,8:00
618,Morning,16:00,0:00
619,Morning,0:00,0:00
620,Morning,0:00,8:00
621,Morning,0:00,0:00
622,Morning,8:00,8:00
623,Evening,0:00,8:00
624,Evening,0:00,8:00
625,Evening,8:00,8:00
626,Evening,0:00,16:00
627,Night,8:00,16:00
628,Night,16:00,8:00
629,Evening,16:00,8:00
630,Evening,16:00,8:00
631,Morning,0:00,16:00
632,Morning,8:00,16:00
633,Morning,16:00,8:00
634,Evening,0:00,16:00
635,Evening,16:00,16:00
636,Night,16:00,16:00
637,Morning,16:00,0:00
638,Morning,0:00,8:00
639,Night,8:00,16:00
640,Morning,8:00,16:00
641,Morning,8:00,0:00
642,Evening,8:00,0:00
643,Night,0:00,0:00
644,Night,0:00,0:00
645,Morning,0:00,0:00
646,Night,16:00,0:00
647,Morning,8:00,0:00
648,Morning,0:00,8:00
649,Evening,16:00,0:00
650,Evening,16:00,16:00
651,Morning,16:00,16:00
652,Night,8:00,16:00
653,Night,0:00,16:00
654,Evening,16:00,0:00
655,Morning,0:00,8:00
656,Morning,16:00,8:00
657,Evening,16:00,0:00
658,Morning,0:00,8:00
659,Evening,16:00,0:00
660,Morning,16:00,16:00
661,Night,16:00,0:00
662,Evening,8:00,8:00
663,Morning,16:00,8:00
664,Morning,8:00,8:00
665,Evening,8:00,0:00
666,Morning,0:00,0:00
667,Morning,8:00,0:00
668,Morning,16:00,8:00
669,Evening,8:00,8:00
670,Night,0:00,8:00
671,Morning,0:00,16:00
672,Evening,16:00,0:00
673,Evening,8:00,0:00
674,Morning,8:00,8:00
675,Evening,0:00,8:00
676,Morning,0:00,8:00
677,Evening,0:00,8:00
678,Night,0:00,16:00
679,Night,0:00,8:00
680,Night,8:00,8:00
681,Night,8:00,8:00
682,Night,8:00,0:00
683,Night,16:00,0:00
684,Night,16:00,8:00
685,Morning,16:00,0:00
686,Morning,8:00,16:00
687,Morning,8:00,16:00
688,Evening,16:00,16:00
689,Evening,8:00,16:00
690,Night,0:00,0:00
691,Night,16:00,0:00
692,Evening,8:00,8:00
693,Night,0:00,16:00
694,Evening,16:00,16:00
695,Night,8:00,0:00
696,Night,8:00,16:00
697,Night,0:00,0:00
698,Evening,16:00,0:00
699,Night,8:00,16:00
700,Evening,0:00,8:00
701,Night,8:00,0:00
702,Morning,8:00,0:00
703,Morning,16:00,16:00
704,Evening,16:00,0:00
705,Morning,8:00,8:00
706,Morning,8:00,16:00
707,Night,16:00,0:00
708,Night,8:00,16:00
709,Night,8:00,8:00
710,Evening,8:00,16:00
711,Night,0:00,8:00
712,Night,0:00,16:00
713,Evening,16:00,8:00
714,Night,8:00,16:00
715,Morning,8:00,16:00
716,Night,0:00,0:00
717,Evening,16:00,16:00
718,Evening,16:00,0:00
719,Morning,8:00,8:00
720,Night,8:00,8:00
721,Morning,0:00,16:00
722,Night,0:00,0:00
723,Evening,16:00,0:00
724,Evening,0:00,16:00
725,Morning,0:00,0:00
726,Evening,16:00,16:00
727,Evening,16:00,16:00
728,Night,16:00,16:00
729,Morning,8:00,0:00
730,Morning,8:00,16:00
731,Night,0:00,8:00
732,Night,0:00,16:00
733,Morning,0:00,0:00
734,Evening,8:00,16:00
735,Morning,8:00,16:00
736,Night,16:00,8:00
737,Morning,16:00,8:00
738,Evening,8:00,0:00
739,Morning,8:00,16:00
740,Morning,8:00,16:00
741,Evening,0:00,8:00
742,Evening,16:00,16:00
743,Evening,0:00,0:00
744,Evening,16:00,8:00
745,Night,8:00,8:00
746,Morning,0:00,0:00
747,Morning,16:00,16:00
748,Morning,0:00,0:00
749,Morning,8:00,8:00
750,Morning,16:00,8:00
751,Night,8:00,0:00
752,Night,16:00,8:00
753,Morning,0:00,16:00
754,Morning,16:00,8:00
755,Morning,0:00,0:00
756,Night,8:00,0:00
757,Morning,8:00,8:00
758,Evening,16:00,0:00
759,Night,8:00,0:00
760,Evening,16:00,16:00
761,Evening,0:00,8:00
762,Evening,16:00,16:00
763,Night,16:00,0:00
764,Evening,16:00,0:00
765,Morning,8:00,16:00
766,Morning,0:00,8:00
767,Evening,16:00,0:00
768,Night,0:00,0:00
769,Morning,8:00,0:00
770,Night,16:00,8:00
771,Morning,16:00,16:00
772,Night,0:00,16:00
773,Morning,0:00,8:00
774,Evening,0:00,0:00
775,Evening,16:00,0:00
776,Evening,16:00,8:00
777,Night,0:00,0:00
778,Evening,0:00,16:00
779,Night,0:00,16:00
780,Morning,8:00,0:00
781,Morning,16:00,8:00
782,Night,0:00,8:00
783,Evening,8:00,0:00
784,Night,16:00,0:00
785,Night,8:00,0:00
786,Night,0:00,8:00
787,Morning,8:00,8:00
788,Morning,8:00,8:00
789,Morning,0:00,0:00
790,Evening,0:00,8:00
791,Morning,16:00,8:00
792,Morning,8:00,16:00
793,Night,0:00,0:00
794,Evening,0:00,16:00
795,Night,0:00,8:00
796,Night,16:00,16:00
797,Night,8:00,16:00
798,Night,0:00,0:00
799,Morning,8:00,16:00
800,Evening,0:00,0:00
801,Morning,0:00,16:00
802,Night,8:00,16:00
803,Morning,8:00,8:00
804,Evening,16:00,0:00
805,Morning,16:00,8:00
806,Morning,8:00,8:00
807,Evening,0:00,0:00
808,Night,16:00,0:00
809,Night,8:00,0:00
810,Night,16:00,0:00
811,Evening,8:00,8:00
812,Morning,0:00,16:00
813,Night,16:00,16:00
814,Evening,16:00,0:00
815,Evening,16:00,8:00
816,Evening,16:00,0:00
817,Night,8:00,16:00
818,Evening,8:00,8:00
819,Night,16:00,0:00
820,Morning,0:00,0:00
821,Evening,8:00,0:00
822,Evening,8:00,0:00
823,Night,0:00,0:00
824,Night,16:00,0:00
825,Night,16:00,16:00
826,Morning,8:00,8:00
827,Night,0:00,8:00
828,Evening,0:00,16:00
829,Morning,8:00,8:00
830,Night,16:00,0:00
831,Night,16:00,8:00
832,Evening,0:00,16:00
833,Evening,0:00,16:00
834,Night,0:00,0:00
835,Morning,0:00,0:00
836,Night,0:00,8:00
837,Morning,0:00,0:00
838,Evening,0:00,8:00
839,Evening,0:00,8:00
840,Morning,0:00,0:00
841,Morning,8:00,8:00
842,Evening,16:00,8:00
843,Morning,8:00,8:00
844,Evening,8:00,8:00
845,Night,0:00,16:00
846,Morning,0:00,16:00
847,Morning,0:00,16:00
848,Evening,8:00,8:00
849,Morning,0:00,0:00
850,Morning,0:00,16:00
851,Night,16:00,8:00
852,Evening,0:00,16:00
853,Morning,16:00,16:00
854,Night,8:00,16:00
855,Night,16:00,16:00
856,Night,0:00,8:00
857,Morning,0:00,16:00
858,Evening,16:00,8:00
859,Night,16:00,0:00
860,Morning,0:00,0:00
861,Evening,16:00,16:00
862,Evening,16:00,0:00
863,Night,0:00,0:00
864,Morning,8:00,8:00
865,Night,8:00,8:00
866,Evening,0:00,16:00
867,Morning,16:00,0:00
868,Night,8:00,0:00
869,Evening,16:00,8:00
870,Morning,0:00,16:00
871,Morning,16:00,0:00
872,Night,8:00,0:00
873,Night,16:00,16:00
874,Evening,8:00,8:00
875,Night,16:00,8:00
876,Morning,8:00,8:00
877,Night,16:00,0:00
878,Morning,8:00,0:00
879,Evening,8:00,8:00
880,Night,0:00,8:00
881,Morning,16:00,0:00
882,Evening,8:00,8:00
883,Morning,16:00,0:00
884,Evening,16:00,8:00
885,Night,0:00,8:00
886,Evening,8:00,0:00
887,Morning,8:00,16:00
888,Morning,16:00,8:00
889,Evening,0:00,16:00
890,Night,8:00,16:00
891,Morning,8:00,8:00
892,Night,16:00,8:00
893,Evening,8:00,16:00
894,Evening,16:00,16:00
895,Morning,8:00,8:00
896,Morning,8:00,0:00
897,Night,0:00,8:00
898,Evening,8:00,0:00
899,Night,8:00,16:00
900,Night,0:00,16:00
901,Night,8:00,16:00
902,Evening,16:00,8:00
903,Evening,16:00,0:00
904,Night,0:00,8:00
905,Night,8:00,16:00
906,Night,0:00,8:00
907,Evening,0:00,0:00
908,Evening,8:00,8:00
909,Evening,8:00,8:00
910,Night,8:00,0:00
911,Evening,0:00,0:00
912,Night,0:00,16:00
913,Morning,0:00,0:00
914,Night,8:00,16:00
915,Evening,0:00,8:00
916,Morning,0:00,16:00
917,Morning,8:00,8:00
918,Morning,8:00,0:00
919,Morning,0:00,16:00
920,Night,16:00,16:00
921,Night,0:00,16:00
922,Evening,16:00,0:00
923,Evening,0:00,8:00
924,Evening,16:00,16:00
925,Evening,8:00,8:00
926,Morning,8:00,8:00
927,Evening,0:00,8:00
928,Evening,8:00,16:00
929,Night,0:00,8:00
930,Morning,0:00,16:00
931,Evening,8:00,8:00
932,Morning,16:00,8:00
933,Evening,0:00,16:00
934,Morning,16:00,16:00
935,Morning,16:00,0:00
936,Night,8:00,0:00
937,Evening,0:00,0:00
938,Evening,8:00,8:00
939,Morning,0:00,0:00
940,Evening,16:00,0:00
941,Night,0:00,0:00
942,Morning,16:00,8:00
943,Morning,8:00,0:00
944,Night,8:00,16:00
945,Evening,8:00,8:00
946,Morning,0:00,8:00
947,Morning,0:00,16:00
948,Evening,8:00,0:00
949,Evening,0:00,0:00
950,Night,0:00,16:00
951,Morning,0:00,0:00
952,Night,16:00,0:00
953,Evening,0:00,0:00
954,Evening,8:00,8:00
955,Evening,8:00,16:00
956,Night,0:00,0:00
957,Night,16:00,16:00
958,Evening,16:00,8:00
959,Night,16:00,0:00
960,Morning,8:00,16:00
961,Night,8:00,8:00
962,Night,0:00,8:00
963,Morning,0:00,16:00
964,Night,0:00,0:00
965,Night,16:00,0:00
966,Morning,0:00,16:00
967,Night,0:00,8:00
968,Night,0:00,16:00
969,Night,0:00,16:00
970,Night,0:00,8:00
971,Morning,8:00,16:00
972,Morning,8:00,8:00
973,Night,16:00,8:00
974,Night,16:00,16:00
975,Morning,16:00,16:00
976,Morning,8:00,16:00
977,Evening,8:00,0:00
978,Morning,0:00,8:00
979,Night,16:00,8:00
980,Morning,0:00,8:00
981,Night,8:00,8:00
982,Morning,0:00,8:00
983,Morning,0:00,0:00
984,Morning,0:00,8:00
985,Night,0:00,0:00
986,Morning,8:00,16:00
987,Morning,8:00,16:00
988,Evening,8:00,0:00
989,Evening,8:00,8:00
990,Morning,16:00,8:00
991,Morning,16:00,8:00
992,Night,0:00,8:00
993,Night,0:00,8:00
994,Evening,0:00,0:00
995,Night,0:00,0:00
996,Morning,16:00,0:00
997,Evening,8:00,16:00
998,Night,0:00,16:00
999,Night,16:00,0:00
1000,Morning,16:00,0:00
1001,Night,0:00,16:00
1002,Night,0:00,0:00
1003,Evening,16:00,16:00
1004,Night,16:00,16:00
1005,Morning,0:00,0:00
1006,Night,8:00,0:00
1007,Morning,8:00,16:00
1008,Morning,0:00,0:00
1009,Evening,0:00,8:00
1010,Night,8:00,16:00
1011,Morning,16:00,16:00
1012,Morning,0:00,8:00
1013,Morning,0:00,8:00
1014,Morning,8:00,8:00
1015,Evening,0:00,0:00
1016,Morning,16:00,8:00
1017,Morning,16:00,8:00
1018,Evening,0:00,0:00
1019,Evening,16:00,8:00
